First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt
Jorge,Masvidal,Gamebred,"5' 11""",170 lbs.,"74.0""",Orthodox,35,17,0,
Al,Matavao,Sweetness,"5' 8""",205 lbs.,"67.0""",Orthodox,8,3,0,
Tateki,Matsuda,Tech,"5' 7""",125 lbs.,--,Orthodox,13,8,0,
Daijiro,Matsui,,"5' 9""",200 lbs.,--,Orthodox,13,29,7,
Koichiro,Matsumoto,,"5' 7""",145 lbs.,--,,15,3,1,
Jean,Matsumoto,,--,135 lbs.,--,,13,0,0,
Koyomi,Matsushima,,"5' 7""",145 lbs.,"66.0""",Orthodox,13,6,0,
Naoki,Matsushita,,"5' 6""",155 lbs.,--,Orthodox,12,16,11,
AJ,Matthews,,"5' 11""",185 lbs.,--,,8,7,0,
Jake,Matthews,The Celtic Kid,"5' 11""",170 lbs.,"73.0""",Orthodox,18,6,0,
Connor,Matthews,The Controller,"5' 8""",145 lbs.,--,Switch,5,1,0,
Claudio,Mattos,Popeye,--,185 lbs.,--,Orthodox,5,4,0,
John,Matua,,"6' 2""",400 lbs.,--,Orthodox,1,4,0,
Francesco,Maturi,,--,--,--,,0,1,0,
Vladimir,Matyushenko,The Janitor,"6' 0""",205 lbs.,"74.0""",Orthodox,27,8,0,
Miranda,Maverick,Fear The,"5' 3""",125 lbs.,"65.0""",Southpaw,13,5,0,
Nick,Maximov,,"6' 0""",185 lbs.,"76.0""",Southpaw,8,2,0,
Elaina,Maxwell,Beef,"5' 8""",145 lbs.,--,Orthodox,7,4,0,
Jeremy,May,,"6' 1""",185 lbs.,--,,13,10,0,
Jack,May,The Outlaw,"6' 8""",255 lbs.,--,Switch,9,3,0,
Don'Tale,Mayes,Lord Kong,"6' 6""",260 lbs.,"81.0""",Orthodox,10,5,0,
Gray,Maynard,,"5' 9""",155 lbs.,"70.0""",Orthodox,13,7,1,
Brooke,Mayo,The Bully,"5' 7""",125 lbs.,--,,0,1,0,
Gina,Mazany,Danger,"5' 6""",125 lbs.,"68.0""",Southpaw,7,6,0,
Sabina,Mazo,Colombian Queen,"5' 7""",125 lbs.,"70.0""",Orthodox,9,4,0,
Scott,McAfee,,"5' 8""",155 lbs.,--,Orthodox,14,7,0,
Bobby,McAndrews,,--,--,--,Orthodox,1,3,0,
Michael,McBride,,"6' 1""",155 lbs.,--,Orthodox,8,3,0,
Ian,McCall,Uncle Creepy,"5' 5""",125 lbs.,"64.0""",Orthodox,13,5,1,
Molly,McCann,Meatball,"5' 4""",125 lbs.,"62.0""",Orthodox,13,5,0,
Charles,McCarthy,Chainsaw,"5' 10""",185 lbs.,"71.0""",Orthodox,10,5,0,
Sean,McCorkle,,"6' 7""",265 lbs.,"81.0""",Orthodox,17,7,0,
Kris,McCray,Savage,"6' 0""",170 lbs.,"76.0""",Orthodox,8,5,0,
Tamdan,McCrory,The Barncat,"6' 4""",185 lbs.,"76.0""",Switch,14,5,0,
Rob,McCullough,Razor,"5' 9""",155 lbs.,"69.0""",Orthodox,19,8,0,
Justin,McCully,The Insane One,"6' 1""",225 lbs.,"73.0""",Orthodox,11,5,2,
Robert,McDaniel,Bubba,"6' 3""",185 lbs.,"75.0""",Southpaw,28,10,0,
Michael,McDonald,The Black Sniper,"5' 11""",205 lbs.,--,Orthodox,1,1,0,
Scott,McDonald,,--,--,--,,1,0,0,
Michael,McDonald,Mayday,"5' 9""",135 lbs.,"70.0""",Orthodox,17,4,0,
Josh,McDonald,,--,185 lbs.,--,,9,5,0,
Miles,McDonald,,"5' 7""",115 lbs.,--,,2,1,0,
Justin,McElfresh,,"6' 6""",205 lbs.,--,Orthodox,6,4,0,
Drew,McFedries,The Massacre,"6' 0""",185 lbs.,"72.0""",Southpaw,12,7,0,
Liam,McGeary,,"6' 6""",205 lbs.,--,,12,2,0,
Gan,McGee,The Giant,"6' 10""",265 lbs.,--,Orthodox,13,5,0,
Court,McGee,The Crusher,"5' 11""",170 lbs.,"75.0""",Orthodox,22,12,0,
Marcus,McGhee,The Maniac,"5' 8""",135 lbs.,"69.0""",Orthodox,7,1,0,
Ryan,McGillivray,The Kid,"5' 11""",170 lbs.,--,,12,0,1,
Ryan,McGivern,,"6' 0""",185 lbs.,--,Orthodox,13,7,0,
Jack,McGlaughlin,,--,--,--,Orthodox,1,4,0,
Conor,McGregor,The Notorious,"5' 9""",155 lbs.,"74.0""",Southpaw,22,6,0,
Greg,McIntyre,,"5' 10""",155 lbs.,--,Orthodox,6,4,0,
Antonio,McKee,Mandingo,"5' 8""",155 lbs.,--,Southpaw,29,6,2,
AJ,McKee,Mercenary,"5' 10""",145 lbs.,--,,8,0,0,
Rhys,McKee,Skeletor,"6' 2""",170 lbs.,"78.0""",Orthodox,10,4,1,
Cory,McKenna,Poppins,"5' 3""",115 lbs.,"58.0""",Orthodox,8,2,0,
Tim,McKenzie,,"6' 0""",185 lbs.,"74.0""",Orthodox,14,9,0,
Cody,McKenzie,,"6' 0""",155 lbs.,"72.0""",Switch,16,10,0,
Terrance,McKinney,T. Wrecks,"5' 10""",155 lbs.,"73.0""",Switch,13,6,0,
Brian,McLaughlin,,"5' 9""",155 lbs.,--,,6,2,0,
Jason,McLean,,"5' 5""",145 lbs.,--,,6,7,0,
Garreth,McLellan,Soldier Boy,"6' 1""",185 lbs.,"72.0""",Southpaw,13,6,0,
Sara,McMann,,"5' 6""",135 lbs.,"66.0""",Orthodox,13,6,0,
James,McSweeney,The Hammer,"6' 4""",230 lbs.,"77.0""",Switch,15,15,0,
Charles,McTorry,,--,--,--,,3,0,0,
Daniel,McWilliams,The Animal,"6' 1""",185 lbs.,--,,15,37,0,
Tim,Means,The Dirty Bird,"6' 2""",170 lbs.,"75.0""",Orthodox,32,15,1,
Yancy,Medeiros,,"5' 10""",155 lbs.,"75.0""",Orthodox,15,8,0,
Anistavio,Medeiros,Gasparzinho,"5' 6""",145 lbs.,--,Orthodox,19,10,0,
Kaline,Medeiros,The Dark Angel,"5' 3""",115 lbs.,--,,8,5,0,
Uros,Medic,The Doctor,"6' 1""",155 lbs.,"71.0""",Southpaw,8,1,0,
Todd,Medina,El Tiburon,"5' 10""",193 lbs.,--,Southpaw,11,9,0,
Jason,Medina,,"5' 9""",180 lbs.,--,,21,15,1,
Jose,Medina,,--,205 lbs.,--,,1,1,0,
Emil,Meek,Valhalla,"5' 11""",170 lbs.,"74.0""",Switch,9,5,1,
Sanford Alton,Meeks,,"6' 5""",265 lbs.,"75.0""",Orthodox,1,1,0,
Gerald,Meerschaert,GM3,"6' 1""",185 lbs.,"77.0""",Southpaw,35,16,0,
Frank,Megallon,,"5' 10""",185 lbs.,--,Southpaw,2,3,0,
Derrick,Mehmen,Caveman,"6' 4""",205 lbs.,--,,19,9,0,
Miika,Mehmet,,--,205 lbs.,--,Orthodox,3,5,0,
Jordan,Mein,Young Gun,"6' 0""",170 lbs.,"73.0""",Orthodox,31,12,0,
Bryce,Mejia,,"6' 1""",170 lbs.,--,,3,1,0,
Brian,Melancon,,"5' 8""",170 lbs.,--,Orthodox,7,3,0,
Brandon,Melendez,The Murderer,"5' 11""",155 lbs.,--,Southpaw,25,25,0,
Gilbert,Melendez,El Nino,"5' 9""",145 lbs.,"73.0""",Orthodox,22,8,0,
Nair,Melikyan,Ahalkalakski,"5' 6""",155 lbs.,--,,11,0,0,
Marcelo,Mello,,"5' 7""",170 lbs.,--,Southpaw,1,0,0,
Fabio,Mello,,"5' 5""",155 lbs.,--,Southpaw,11,8,0,
Vanessa,Melo,,"5' 5""",135 lbs.,"65.0""",Orthodox,11,8,0,
Antonio,Mendes,Samurai,"6' 3""",205 lbs.,"77.0""",Southpaw,18,13,0,
Chad,Mendes,Money,"5' 6""",145 lbs.,"66.0""",Orthodox,18,5,0,
Augusto,Mendes,Tanquinho,"5' 6""",135 lbs.,"65.0""",Orthodox,6,2,0,
Eddie,Mendez,,"5' 10""",185 lbs.,--,,8,3,1,
Mateus,Mendonca,Bocao,"5' 6""",135 lbs.,"71.0""",Orthodox,10,1,0,
Luis,Mendoza,,--,155 lbs.,--,,0,1,0,
Pietro,Menga,,"5' 7""",125 lbs.,"68.0""",Southpaw,13,0,0,
Alonzo,Menifield,Atomic,"6' 0""",205 lbs.,"76.0""",Orthodox,14,3,1,
Ivan,Menjivar,The Pride of El Salvador,"5' 6""",145 lbs.,"64.0""",Orthodox,25,12,0,
Dave,Menne,The Warrior,"5' 10""",170 lbs.,--,Orthodox,45,17,2,
Steve,Mensing,The Machine,"5' 11""",185 lbs.,--,Orthodox,9,13,2,
Buck,Meredith,,"6' 2""",185 lbs.,--,,3,3,0,
Adam,Meredith,,"6' 2""",170 lbs.,--,,5,3,0,
Nick,Meregali,,--,--,--,,0,0,0,
Joe,Merritt,,"6' 0""",170 lbs.,--,Orthodox,7,2,0,
Jeremiah,Metcalf,,"6' 1""",185 lbs.,--,Orthodox,13,7,0,
Jonathan,Meunier,District,"6' 3""",170 lbs.,--,Switch,8,1,0,
Yaotzin,Meza,,"5' 9""",145 lbs.,"71.0""",Orthodox,21,11,0,
Guy,Mezger,,"6' 1""",200 lbs.,--,Orthodox,30,14,2,
Brandon,Michaels,,"5' 9""",185 lbs.,--,,4,14,0,
Andreas,Michailidis,The Spartan,"6' 0""",170 lbs.,"76.0""",Orthodox,13,6,0,
David,Michaud,BullDawg,"5' 9""",155 lbs.,--,Orthodox,11,3,0,
Chris,Mickle,,"5' 9""",145 lbs.,--,Orthodox,30,21,2,
Zachary,Micklewright,,"6' 0""",155 lbs.,"74.0""",Southpaw,15,3,0,
Kristof,Midoux,The Hurricane,"6' 1""",220 lbs.,--,Orthodox,6,10,0,
Keith,Mielke,,"5' 8""",185 lbs.,--,,0,5,0,
Chris,Mierzwiak,,"6' 1""",185 lbs.,--,,5,3,0,
Gabriel,Miglioli,Biel,"5' 8""",170 lbs.,--,,9,9,0,
Bojan,Mihajlovic,,"5' 11""",205 lbs.,"73.0""",Orthodox,10,6,0,
Billy,Miles,The Kid,"5' 10""",170 lbs.,--,Orthodox,2,2,0,
Pat,Miletich,The Croatian Sensation,"5' 10""",170 lbs.,--,Orthodox,29,7,2,
Curtis,Millender,Curtious,"6' 2""",170 lbs.,"76.0""",Orthodox,17,5,0,
Phillip,Miller,,"5' 11""",185 lbs.,--,Orthodox,16,0,0,
Jason,Miller,Mayhem,"6' 1""",185 lbs.,--,Orthodox,23,10,0,
Dan,Miller,,"6' 1""",185 lbs.,"74.0""",Orthodox,14,8,0,
Jim,Miller,A-10,"5' 8""",155 lbs.,"71.0""",Southpaw,36,17,0,
Cole,Miller,Magrinho,"6' 1""",145 lbs.,"73.0""",Orthodox,21,11,0,
Henry,Miller,Sentoryu,"5' 7""",270 lbs.,--,Southpaw,6,16,0,
Micah,Miller,Maverick,"6' 0""",145 lbs.,--,Orthodox,20,8,0,
Aaron,Miller,Blood Spiller,"5' 9""",145 lbs.,--,,14,10,0,
Mo,Miller,Moshow,"5' 8""",135 lbs.,"72.0""",Orthodox,6,0,0,
Juliana,Miller,Killer,"5' 7""",125 lbs.,"66.0""",Orthodox,4,2,0,
Eddy,Millis,,"6' 1""",185 lbs.,--,,0,2,0,
Che,Mills,Beautiful,"6' 1""",170 lbs.,"76.0""",Orthodox,16,10,0,
Adam,Milstead,The Prototype,"6' 3""",205 lbs.,"76.0""",Orthodox,8,4,0,
Alberto,Mina,Soldier of God,"6' 0""",170 lbs.,"77.0""",Orthodox,13,1,0,
Vitaly,Minakov,,"6' 2""",249 lbs.,--,,20,0,0,
Darrick,Minner,,"5' 7""",145 lbs.,"69.0""",Orthodox,26,14,0,
Mike,Minniger,,--,--,--,,0,0,0,
Ikuhisa,Minowa,Minowaman,"5' 9""",181 lbs.,--,Orthodox,60,42,8,
Carlton,Minus,Clutch,"5' 10""",170 lbs.,"75.0""",Orthodox,10,3,0,
Stipe,Miocic,,"6' 4""",240 lbs.,"80.0""",Orthodox,20,4,0,
Frank,Mir,,"6' 3""",264 lbs.,"79.0""",Southpaw,18,11,0,
Juan,Miranda,,--,155 lbs.,--,,7,5,0,
Mario,Miranda,,"6' 3""",185 lbs.,"74.0""",Orthodox,14,7,0,
Vitor,Miranda,Lex Luthor,"6' 1""",185 lbs.,"77.0""",Orthodox,12,5,0,
Gabriel,Miranda,Fly,"5' 11""",155 lbs.,"71.0""",Orthodox,16,6,0,
Damir,Mirenic,Wolf,"6' 0""",185 lbs.,--,Orthodox,9,4,0,
Kazuo,Misaki,Hitman,"5' 8""",183 lbs.,--,Orthodox,25,11,2,
Toby,Misech,2 Quick,"5' 8""",145 lbs.,--,Southpaw,9,5,0,
Dokonjonosuke,Mishima,,"5' 7""",155 lbs.,--,Southpaw,21,7,2,
Felix Lee,Mitchell,,--,--,--,Orthodox,2,7,0,
David,Mitchell,Daudi,"6' 0""",170 lbs.,"75.0""",Orthodox,22,7,0,
Danny,Mitchell,The Cheesecake Assassin,"6' 2""",170 lbs.,--,Orthodox,19,9,1,
Brad,Mitchell,,"5' 11""",145 lbs.,--,,4,2,0,
Clay,Mitchell,,"6' 2""",185 lbs.,--,,1,2,0,
Bryce,Mitchell,Thug Nasty,"5' 10""",145 lbs.,"70.0""",Southpaw,15,2,0,
Maurice,Mitchell,The AK Kid,"5' 9""",145 lbs.,--,Orthodox,11,2,0,
Terrence,Mitchell,,"5' 10""",135 lbs.,"74.0""",Orthodox,14,3,0,
Roman,Mitichyan,,"5' 10""",170 lbs.,--,Orthodox,8,3,0,
Matt,Mitrione,,"6' 3""",265 lbs.,"82.0""",Switch,12,5,0,
Eiji,Mitsuoka,,"5' 7""",145 lbs.,--,Southpaw,18,9,2,
Hiromitsu,Miura,,"5' 9""",170 lbs.,"71.0""",Orthodox,12,7,0,
Jonathan,Mix,,"6' 0""",168 lbs.,--,,7,4,0,
Tomoya,Miyashita,,"5' 7""",139 lbs.,--,Southpaw,17,9,7,
Kazuyuki,Miyata,,"5' 8""",139 lbs.,--,Orthodox,15,9,0,
Motoki,Miyazawa,,"5' 11""",168 lbs.,--,Southpaw,7,3,0,
Takeya,Mizugaki,,"5' 7""",135 lbs.,"69.0""",Orthodox,21,11,2,
Tatsuya,Mizuno,,"6' 1""",205 lbs.,--,Southpaw,16,12,1,
Roxanne,Modafferi,The Happy Warrior,"5' 7""",125 lbs.,"69.0""",Orthodox,25,21,0,
Bobby,Moffett,The Wolfman,"5' 10""",145 lbs.,"73.0""",Orthodox,13,5,0,
Bronson,Mohika,,--,135 lbs.,--,,1,1,0,
Nate,Mohr,,"5' 9""",155 lbs.,"72.0""",Orthodox,9,7,0,
Renato,Moicano,,"5' 11""",155 lbs.,"72.0""",Orthodox,17,5,1,
Thiago,Moises,,"5' 9""",155 lbs.,"70.0""",Orthodox,17,6,0,
Muhammad,Mokaev,The Punisher,"5' 7""",125 lbs.,"70.0""",Orthodox,10,0,0,
Ashkan,Mokhtarian,The Assassin,"5' 6""",125 lbs.,"67.0""",Southpaw,13,3,0,
Suman,Mokhtarian,,"5' 8""",145 lbs.,"72.0""",Orthodox,8,5,0,
Dan,Molina,,"5' 10""",216 lbs.,--,,13,9,0,
Jeff,Molina,El Jefe,"5' 6""",125 lbs.,"69.0""",Orthodox,11,2,0,
Rudyard,Moncayo,,"5' 10""",195 lbs.,--,Orthodox,0,3,0,
Hidetaka,Monma,,"6' 0""",168 lbs.,--,Orthodox,18,11,4,
Jeff,Monson,The Snowman,"5' 9""",247 lbs.,"74.0""",Orthodox,60,26,1,
Darrell,Montague,Mongoose,"5' 6""",125 lbs.,"67.0""",Southpaw,13,5,0,
Andrew,Montanez,,--,185 lbs.,--,,9,12,1,
Augusto,Montano,Dodger,"6' 1""",170 lbs.,"73.0""",Orthodox,15,3,0,
Erick,Montano,Perry,"6' 0""",170 lbs.,"73.0""",Orthodox,7,5,0,
Nicco,Montano,,"5' 5""",135 lbs.,"65.0""",Southpaw,5,3,0,
Alberto,Montes,The Promise,"5' 7""",135 lbs.,--,,4,0,0,
Steve,Montgomery,The Creepy Weasel,"6' 4""",185 lbs.,--,Southpaw,9,5,0,
James,Moontasri,Moon Walker,"5' 10""",170 lbs.,"71.0""",Switch,9,5,0,
Homer,Moore,The Rock,"5' 10""",205 lbs.,--,Orthodox,26,9,2,
Todd,Moore,,"5' 9""",170 lbs.,"71.0""",Southpaw,16,7,0,
Nate,Moore,,"6' 0""",170 lbs.,--,,8,4,0,
Dustin,Moore,,"5' 4""",125 lbs.,--,,0,2,0,
Taylor,Moore,,"5' 10""",135 lbs.,"70.0""",Southpaw,10,5,0,
Sergio,Moraes,The Panther,"6' 0""",170 lbs.,"72.0""",Orthodox,14,6,1,
Marlon,Moraes,Magic,"5' 6""",135 lbs.,"67.0""",Orthodox,23,10,1,
Sheymon,Moraes,,"5' 8""",145 lbs.,"72.0""",Orthodox,11,4,0,
John,Moraga,,"5' 6""",125 lbs.,"66.0""",Orthodox,19,7,0,
Ricardo,Morais,The Mutant,"6' 8""",270 lbs.,--,Orthodox,10,4,1,
Leonardo,Morales,Chimy,"5' 8""",135 lbs.,--,Southpaw,6,2,0,
Albert,Morales,The Warrior,"5' 9""",135 lbs.,"72.0""",Orthodox,7,4,1,
Joseph,Morales,,"5' 6""",125 lbs.,"69.0""",Switch,9,2,0,
Vince,Morales,Vandetta,"5' 9""",135 lbs.,"70.0""",Orthodox,11,7,0,
Omar,Morales,Venezuelan Fighter,"5' 11""",155 lbs.,"73.0""",Orthodox,11,4,0,
Michael,Morales,,"6' 0""",170 lbs.,"79.0""",Orthodox,15,0,0,
Sarah,Moras,Cheesecake,"5' 7""",135 lbs.,"67.0""",Orthodox,6,8,0,
Christian,Morecraft,,"6' 6""",260 lbs.,"81.0""",Orthodox,8,3,0,
Joe,Moreira,,"5' 11""",195 lbs.,--,Southpaw,2,2,0,
Richardson,Moreira,Rick Monstro,"6' 2""",185 lbs.,--,Orthodox,7,4,0,
Gisele,Moreira,,"5' 6""",135 lbs.,--,Orthodox,8,3,0,
Vinicius,Moreira,Mamute,"6' 4""",205 lbs.,"76.0""",Orthodox,9,5,0,
Jesse,Moreng,Arturo,"5' 7""",145 lbs.,--,Orthodox,9,1,0,
Brandon,Moreno,The Assassin Baby,"5' 7""",125 lbs.,"70.0""",Orthodox,21,7,2,
Mike,Moreno,El Palo Duro,"6' 0""",185 lbs.,--,,6,5,0,
Dan,Moret,The Hitman,"6' 0""",155 lbs.,"73.0""",Southpaw,13,6,0,
Sammy,Morgan,The Squeeze,"5' 10""",170 lbs.,--,Orthodox,18,12,0,
Peggy,Morgan,The Daywalker,"6' 1""",135 lbs.,--,,4,4,0,
Alexander,Morgan,The Chess Master,"5' 10""",145 lbs.,"71.0""",Orthodox,11,5,0,
Alex,Morono,The Great White,"5' 11""",170 lbs.,"72.0""",Orthodox,23,8,0,
Maryna,Moroz,Iron Lady,"5' 7""",125 lbs.,"67.0""",Orthodox,11,4,0,
Sergey,Morozov,,"5' 6""",135 lbs.,"67.0""",Orthodox,19,5,0,
Brad,Morris,,"6' 2""",205 lbs.,--,Orthodox,10,6,0,
Scott,Morris,,"5' 10""",210 lbs.,--,Orthodox,2,1,0,
Anthony,Morrison,Cheesesteak,"5' 7""",145 lbs.,--,Orthodox,20,12,0,
Jack,Morrison,,"5' 11""",205 lbs.,--,,0,3,0,
Harry,Moskowitz,Dirty,"6' 5""",275 lbs.,--,Orthodox,6,12,0,
Carlos,Mota,Tizil,"5' 4""",125 lbs.,"69.0""",Orthodox,8,2,0,
Juan,Mott,,"6' 0""",190 lbs.,--,Switch,3,4,0,
Nikolas,Motta,Iron,"5' 9""",155 lbs.,"70.0""",Orthodox,13,5,0,
Flavio Luiz,Moura,,"5' 11""",183 lbs.,--,Open Stance,19,7,0,
Eduarda,Moura,Ronda,--,115 lbs.,--,,8,0,0,
Gegard,Mousasi,,"6' 2""",185 lbs.,"76.0""",Orthodox,42,6,2,
Kris,Moutinho,,"5' 7""",135 lbs.,"68.0""",Southpaw,9,6,0,
Kin,Moy,Kong,"5' 5""",135 lbs.,--,,8,3,0,
Jamie,Moyle,,"5' 1""",115 lbs.,"65.0""",Orthodox,4,3,0,
Askar,Mozharov,,"6' 3""",205 lbs.,"74.0""",Orthodox,19,13,0,
Garrett,Mueller,,"5' 9""",135 lbs.,--,,3,3,0,
Lauren,Mueller,Princess Tiger,"5' 5""",125 lbs.,"67.0""",Orthodox,5,3,0,
Belal,Muhammad,Remember the Name,"5' 11""",170 lbs.,"72.0""",Orthodox,23,3,0,
Fazlo,Mulabitinovic,,--,135 lbs.,--,,4,2,0,
Quinn,Mulhern,,"6' 3""",155 lbs.,--,Orthodox,18,4,0,
James,Mulheron,,"5' 10""",243 lbs.,"73.0""",Orthodox,11,2,0,
Jamie,Mullarkey,,"6' 0""",155 lbs.,"74.0""",Orthodox,16,6,0,
Jim,Mullen,,"6' 1""",215 lbs.,--,Southpaw,0,2,0,
Pedro,Munhoz,The Young Punisher,"5' 6""",135 lbs.,"65.0""",Orthodox,20,7,0,
Andre,Muniz,Sergipano,"6' 1""",185 lbs.,"78.0""",Southpaw,23,5,0,
Mark,Munoz,The Filipino Wrecking Machine,"6' 0""",185 lbs.,"71.0""",Orthodox,14,6,0,
Alexander,Munoz,,"5' 9""",155 lbs.,"72.0""",Switch,7,2,0,
Johnny,Munoz,Kid Kvenbo,"5' 9""",135 lbs.,"71.0""",Orthodox,12,3,0,
Andy,Murad,The Tooth Fairy,"5' 9""",185 lbs.,--,,15,2,0,
Olivier,Murad,Warrior of God,"5' 10""",145 lbs.,"72.0""",Southpaw,6,0,0,
Makhmud,Muradov,,"6' 2""",185 lbs.,"75.0""",Orthodox,25,8,0,
Kazunari,Murakami,,"6' 1""",220 lbs.,--,Orthodox,5,5,0,
Ryuichi,Murata,,"5' 8""",183 lbs.,--,Orthodox,8,3,1,
Kanako,Murata,,"5' 1""",115 lbs.,"62.0""",Orthodox,12,2,0,
Ailiya,Muratbek,,--,155 lbs.,--,,9,2,0,
Vince,Murdock,,"5' 6""",145 lbs.,"64.0""",Orthodox,12,4,0,
Samandar,Murodov,,"6' 1""",170 lbs.,"75.0""",Orthodox,8,0,0,
Tom,Murphy,,"6' 2""",227 lbs.,--,Southpaw,8,0,0,
Ian,Murphy,,"6' 1""",185 lbs.,--,Orthodox,1,1,0,
Jon,Murphy,Man of Faith,"6' 3""",260 lbs.,--,Orthodox,6,4,0,
Lauren,Murphy,Lucky,"5' 5""",125 lbs.,"67.0""",Orthodox,16,6,0,
Patrick,Murphy,,"6' 0""",170 lbs.,--,,5,3,0,
Lerone,Murphy,The Miracle,"5' 9""",145 lbs.,"73.0""",Orthodox,12,0,1,
Lee,Murray,Lightning,"6' 3""",185 lbs.,--,Orthodox,8,2,1,
Jesse,Murray,Hollywood,"6' 3""",205 lbs.,"78.0""",Orthodox,8,4,0,
Khalid,Murtazaliev,,"6' 0""",185 lbs.,"76.0""",Orthodox,14,2,0,
Azamat,Murzakanov,The Professional,"5' 10""",205 lbs.,"71.0""",Southpaw,13,0,0,
Nicholas,Musoke,Nico,"6' 0""",170 lbs.,"75.0""",Orthodox,13,5,0,
Andre,Mussi,,"6' 3""",242 lbs.,--,Orthodox,11,5,0,
Magomed,Mustafaev,The Sniper,"5' 8""",155 lbs.,"71.0""",Orthodox,14,4,0,
Max,Mustaki,,"6' 0""",155 lbs.,--,Orthodox,6,3,0,
Elvis,Mutapcic,The King,"6' 0""",185 lbs.,"72.0""",Orthodox,15,6,1,
Fiona,Muxlow,,"5' 4""",145 lbs.,--,,6,3,0,
Ho Bae,Myeon,,"5' 11""",168 lbs.,--,Orthodox,13,5,1,
,,,,,,,,,,
Katsuhiko,Nagata,,"5' 7""",154 lbs.,--,Southpaw,6,7,3,
Yuji,Nagata,,"6' 0""",225 lbs.,--,Orthodox,0,2,0,
Greg,Nagy,,"6' 1""",210 lbs.,--,Orthodox,1,3,0,
Logan,Nail,,--,185 lbs.,--,,1,1,0,
Muhammad,Naimov,Hillman,"5' 9""",155 lbs.,"70.0""",Orthodox,9,2,0,
Yukiya,Naito,,"6' 1""",205 lbs.,--,Orthodox,15,6,2,
Andrews,Nakahara,,"6' 1""",185 lbs.,--,Orthodox,5,4,2,
Rin,Nakai,,"5' 1""",135 lbs.,--,Orthodox,19,2,1,
Kazuhiro,Nakamura,Kaz,"5' 11""",205 lbs.,"70.0""",Orthodox,21,13,0,
Keita,Nakamura,K-Taro,"5' 11""",170 lbs.,"73.0""",Southpaw,34,10,2,
Daisuke,Nakamura,,"5' 7""",154 lbs.,--,Orthodox,28,19,1,
Yusaku,Nakamura,,"5' 5""",145 lbs.,--,,14,4,1,
Rinya,Nakamura,Hybrid,"5' 7""",135 lbs.,"68.0""",Southpaw,7,0,0,
Jutaro,Nakao,,"5' 9""",170 lbs.,--,Southpaw,25,19,4,
Yoshihiro,Nakao,Kiss,"6' 0""",220 lbs.,--,Southpaw,9,3,0,
Yui Chul,Nam,The Korean Bulldozer,"5' 9""",145 lbs.,--,Orthodox,18,8,1,
Tyson,Nam,,"5' 7""",125 lbs.,"68.0""",Orthodox,21,14,1,
Rose,Namajunas,Thug,"5' 5""",115 lbs.,"65.0""",Orthodox,12,5,0,
Yasuhito,Namekawa,,"5' 9""",205 lbs.,--,Orthodox,25,16,4,
Nad,Narimani,Smiler,"5' 8""",145 lbs.,"70.0""",Orthodox,12,4,0,
Roger,Narvaez,Silverback,"6' 3""",185 lbs.,--,Southpaw,8,3,0,
Fabio,Nascimento,Negao,"5' 10""",185 lbs.,--,Orthodox,11,6,0,
Allan,Nascimento,Puro Osso,"5' 8""",125 lbs.,"69.0""",Orthodox,20,6,0,
Rodrigo,Nascimento,Ze Colmeia,"6' 2""",246 lbs.,"80.0""",Orthodox,10,1,0,
Bobby,Nash,,"6' 0""",170 lbs.,"74.0""",Orthodox,8,4,0,
Reza,Nasri,,"5' 11""",205 lbs.,--,Orthodox,0,1,0,
Nasrudin,Nasrudinov,,"6' 0""",205 lbs.,"71.0""",Orthodox,9,1,0,
Pawel,Nastula,,"6' 0""",230 lbs.,--,Southpaw,5,6,0,
Rafael,Natal,Sapo,"6' 0""",185 lbs.,"77.0""",Orthodox,21,9,1,
Kevin,Natividad,Quicksand,"5' 6""",135 lbs.,"70.0""",Orthodox,9,4,0,
Ismail,Naurdiev,The Austrian Wonderboy,"5' 10""",170 lbs.,"74.0""",Orthodox,19,4,0,
Danny,Navarro,,"5' 10""",155 lbs.,--,,17,7,0,
Marcio,Navarro,The Locomotive,"6' 0""",155 lbs.,--,,14,14,0,
Tafon,Nchukwi,Da Don,"6' 0""",205 lbs.,"77.0""",Orthodox,6,3,0,
Dustin,Neace,The Beast,"5' 9""",145 lbs.,--,,25,21,1,
Josh,Neal,,"6' 0""",185 lbs.,--,,5,11,0,
Joe,Neal,Nine Lives,"5' 6""",135 lbs.,--,,6,2,0,
Geoff,Neal,Handz of Steel,"5' 11""",170 lbs.,"75.0""",Southpaw,15,5,0,
Stanislav,Nedkov,Stucky,"5' 11""",205 lbs.,"71.0""",Orthodox,12,2,0,
Josh,Neer,The Dentist,"5' 11""",170 lbs.,"72.0""",Orthodox,36,16,1,
Nicolae,Negumereanu,,"6' 0""",205 lbs.,"78.0""",Orthodox,13,2,0,
Steve,Nelmark,The Sandman,"6' 0""",240 lbs.,--,Orthodox,2,1,0,
Shane,Nelson,Sugar,"5' 9""",155 lbs.,"70.0""",Southpaw,16,7,0,
Roy,Nelson,Big Country,"6' 0""",263 lbs.,"73.0""",Orthodox,22,14,0,
Gunnar,Nelson,Gunni,"5' 11""",170 lbs.,"72.0""",Switch,19,5,1,
Kyle,Nelson,The Monster,"5' 11""",145 lbs.,"71.0""",Switch,14,5,1,
Lissette,Neri,,"5' 2""",145 lbs.,--,,6,4,0,
